soc_code,title,element_id,element_name,importance,level,importance_score,level_score,priority_score,osca_id,osca_occupation_title,osca_match_score
15-1255.00,Web and Digital Interface Designers,2.A.1.a,Reading Comprehension,3.75,3.75,68.75,53.57,62.29,261212,Web Developer,85.0
15-1299.03,Document Management Specialists,2.A.2.a,Critical Thinking,3.75,3.75,68.75,53.57,62.29,,,
15-1299.06,Digital Forensics Analysts,2.A.1.a,Reading Comprehension,3.75,3.75,68.75,53.57,62.29,,,
15-1299.07,Blockchain Engineers,2.A.1.b,Active Listening,3.75,3.75,68.75,53.57,62.29,,,
15-1211.00,Computer Systems Analysts,2.A.2.b,Active Learning,3.62,4.0,65.5,57.14,61.94,261112,Systems Analyst,97.0
15-1211.01,Health Informatics Specialists,2.A.2.d,Monitoring,3.62,4.0,65.5,57.14,61.94,261112,Systems Analyst,79.5
15-1254.00,Web Developers,2.A.1.a,Reading Comprehension,3.62,4.0,65.5,57.14,61.94,261212,Web Developer,98.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.2.a,Critical Thinking,3.62,4.0,65.5,57.14,61.94,,,
15-2051.02,Clinical Data Managers,2.A.2.b,Active Learning,3.62,4.0,65.5,57.14,61.94,,,
15-1252.00,Software Developers,2.A.1.a,Reading Comprehension,3.5,4.25,62.5,60.71,61.74,261313,Software Engineer,96.0
15-1241.01,Telecommunications Engineering Specialists,2.A.1.b,Active Listening,3.62,3.88,65.5,55.43,61.21,263311,Telecommunications Engineer,93.0
15-1299.05,Information Security Engineers,2.A.2.d,Monitoring,3.62,3.88,65.5,55.43,61.21,,,
15-1221.00,Computer and Information Research Scientists,2.A.1.d,Speaking,3.5,4.12,62.5,58.86,60.95,,,
15-1242.00,Database Administrators,2.A.2.b,Active Learning,3.5,4.12,62.5,58.86,60.95,262111,Database Administrator,96.5
15-1299.05,Information Security Engineers,2.A.1.d,Speaking,3.5,4.12,62.5,58.86,60.95,,,
15-2051.00,Data Scientists,2.A.1.c,Writing,3.5,4.12,62.5,58.86,60.95,,,
15-1221.00,Computer and Information Research Scientists,2.A.1.e,Mathematics,3.38,4.38,59.5,62.57,60.81,,,
15-1212.00,Information Security Analysts,2.A.1.d,Speaking,3.62,3.75,65.5,53.57,60.42,262112,ICT Security Specialist,96.0
15-1241.00,Computer Network Architects,2.A.1.c,Writing,3.62,3.75,65.5,53.57,60.42,263111,Computer Network and Systems Engineer,86.0
15-1253.00,Software Quality Assurance Analysts and Testers,2.A.2.d,Monitoring,3.62,3.75,65.5,53.57,60.42,261314,Software Tester,96.0
15-2051.00,Data Scientists,2.A.1.d,Speaking,3.62,3.75,65.5,53.57,60.42,,,
15-1241.00,Computer Network Architects,2.A.1.d,Speaking,3.5,3.88,62.5,55.43,59.49,263111,Computer Network and Systems Engineer,86.0
15-1243.00,Database Architects,2.A.1.d,Speaking,3.5,3.88,62.5,55.43,59.49,262111,Database Administrator,84.0
15-1299.04,Penetration Testers,2.A.2.d,Monitoring,3.5,3.88,62.5,55.43,59.49,262112,ICT Security Specialist,87.5
15-1299.06,Digital Forensics Analysts,2.A.1.c,Writing,3.5,3.88,62.5,55.43,59.49,,,
15-1299.08,Computer Systems Engineers/Architects,2.A.2.d,Monitoring,3.5,3.88,62.5,55.43,59.49,,,
15-2041.00,Statisticians,2.A.1.f,Science,3.5,3.88,62.5,55.43,59.49,,,
15-2051.01,Business Intelligence Analysts,2.A.1.e,Mathematics,3.5,3.88,62.5,55.43,59.49,261111,ICT Business Analyst,93.5
15-2051.02,Clinical Data Managers,2.A.1.e,Mathematics,3.5,3.88,62.5,55.43,59.49,,,
15-2099.01,Bioinformatics Technicians,2.A.2.b,Active Learning,3.5,3.88,62.5,55.43,59.49,,,
15-1221.00,Computer and Information Research Scientists,2.A.1.c,Writing,3.38,4.12,59.5,58.86,59.23,,,
15-1212.00,Information Security Analysts,2.A.1.c,Writing,3.5,3.75,62.5,53.57,58.7,262112,ICT Security Specialist,96.0
15-1243.00,Database Architects,2.A.1.b,Active Listening,3.5,3.75,62.5,53.57,58.7,262111,Database Administrator,84.0
15-1299.06,Digital Forensics Analysts,2.A.1.d,Speaking,3.5,3.75,62.5,53.57,58.7,,,
15-2051.00,Data Scientists,2.A.1.b,Active Listening,3.5,3.75,62.5,53.57,58.7,,,
15-2099.01,Bioinformatics Technicians,2.A.1.c,Writing,3.5,3.75,62.5,53.57,58.7,,,
15-2099.01,Bioinformatics Technicians,2.A.2.a,Critical Thinking,3.5,3.75,62.5,53.57,58.7,,,
15-1211.00,Computer Systems Analysts,2.A.1.c,Writing,3.38,4.0,59.5,57.14,58.5,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,2.A.2.d,Monitoring,3.38,4.0,59.5,57.14,58.5,261112,Systems Analyst,97.0
15-2021.00,Mathematicians,2.A.1.b,Active Listening,3.38,4.0,59.5,57.14,58.5,,,
15-1231.00,Computer Network Support Specialists,2.A.1.b,Active Listening,3.5,3.62,62.5,51.71,57.91,313112,ICT Customer Support Officer,83.5
15-1243.01,Data Warehousing Specialists,2.A.1.b,Active Listening,3.5,3.62,62.5,51.71,57.91,,,
15-1252.00,Software Developers,2.A.2.b,Active Learning,3.5,3.62,62.5,51.71,57.91,261313,Software Engineer,96.0
15-1254.00,Web Developers,2.A.2.b,Active Learning,3.5,3.62,62.5,51.71,57.91,261212,Web Developer,98.0
15-1255.01,Video Game Designers,2.A.2.b,Active Learning,3.5,3.62,62.5,51.71,57.91,261211,Game and Multimedia Developer,94.0
15-1299.07,Blockchain Engineers,2.A.2.b,Active Learning,3.5,3.62,62.5,51.71,57.91,,,
15-2099.01,Bioinformatics Technicians,2.A.1.b,Active Listening,3.5,3.62,62.5,51.71,57.91,,,
15-1212.00,Information Security Analysts,2.A.2.d,Monitoring,3.38,3.88,59.5,55.43,57.77,262112,ICT Security Specialist,96.0
15-1231.00,Computer Network Support Specialists,2.A.1.a,Reading Comprehension,3.38,3.88,59.5,55.43,57.77,313112,ICT Customer Support Officer,83.5
15-1242.00,Database Administrators,2.A.1.d,Speaking,3.38,3.88,59.5,55.43,57.77,262111,Database Administrator,96.5
15-1252.00,Software Developers,2.A.1.b,Active Listening,3.38,3.88,59.5,55.43,57.77,261313,Software Engineer,96.0
15-1299.04,Penetration Testers,2.A.1.d,Speaking,3.38,3.88,59.5,55.43,57.77,262112,ICT Security Specialist,87.5
15-1299.09,Information Technology Project Managers,2.A.2.b,Active Learning,3.38,3.88,59.5,55.43,57.77,,,
15-2011.00,Actuaries,2.A.2.b,Active Learning,3.38,3.88,59.5,55.43,57.77,,,
15-2041.01,Biostatisticians,2.A.2.c,Learning Strategies,3.38,3.88,59.5,55.43,57.77,,,
15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,3.38,3.88,59.5,55.43,57.77,,,
15-1254.00,Web Developers,2.A.1.b,Active Listening,3.5,3.5,62.5,50.0,57.18,261212,Web Developer,98.0
15-1255.00,Web and Digital Interface Designers,2.A.2.a,Critical Thinking,3.5,3.5,62.5,50.0,57.18,261212,Web Developer,85.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.1.b,Active Listening,3.5,3.5,62.5,50.0,57.18,,,
15-1299.06,Digital Forensics Analysts,2.A.1.b,Active Listening,3.5,3.5,62.5,50.0,57.18,,,
15-1241.01,Telecommunications Engineering Specialists,2.A.1.c,Writing,3.38,3.75,59.5,53.57,56.97,263311,Telecommunications Engineer,93.0
15-2021.00,Mathematicians,2.A.1.d,Speaking,3.25,4.0,56.25,57.14,56.63,,,
15-1299.03,Document Management Specialists,2.A.2.d,Monitoring,3.62,3.12,65.5,44.57,56.59,,,
15-1243.01,Data Warehousing Specialists,2.A.1.d,Speaking,3.38,3.62,59.5,51.71,56.18,,,
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.2.d,Monitoring,3.38,3.62,59.5,51.71,56.18,,,
15-2099.01,Bioinformatics Technicians,2.A.1.d,Speaking,3.38,3.62,59.5,51.71,56.18,,,
15-1212.00,Information Security Analysts,2.A.2.b,Active Learning,3.25,3.88,56.25,55.43,55.9,262112,ICT Security Specialist,96.0
15-1241.00,Computer Network Architects,2.A.2.b,Active Learning,3.25,3.88,56.25,55.43,55.9,263111,Computer Network and Systems Engineer,86.0
15-1241.01,Telecommunications Engineering Specialists,2.A.1.d,Speaking,3.25,3.88,56.25,55.43,55.9,263311,Telecommunications Engineer,93.0
15-1241.01,Telecommunications Engineering Specialists,2.A.2.b,Active Learning,3.25,3.88,56.25,55.43,55.9,263311,Telecommunications Engineer,93.0
15-1242.00,Database Administrators,2.A.1.c,Writing,3.25,3.88,56.25,55.43,55.9,262111,Database Administrator,96.5
15-1242.00,Database Administrators,2.A.2.d,Monitoring,3.25,3.88,56.25,55.43,55.9,262111,Database Administrator,96.5
15-1255.01,Video Game Designers,2.A.1.c,Writing,3.25,3.88,56.25,55.43,55.9,261211,Game and Multimedia Developer,94.0
15-2021.00,Mathematicians,2.A.2.c,Learning Strategies,3.25,3.88,56.25,55.43,55.9,,,
15-1251.00,Computer Programmers,2.A.1.a,Reading Comprehension,3.38,3.5,59.5,50.0,55.45,261312,Developer Programmer,94.5
15-1255.00,Web and Digital Interface Designers,2.A.1.b,Active Listening,3.38,3.5,59.5,50.0,55.45,261212,Web Developer,85.0
15-1299.01,Web Administrators,2.A.2.d,Monitoring,3.38,3.5,59.5,50.0,55.45,313113,Web Administrator,98.0
15-1299.07,Blockchain Engineers,2.A.1.c,Writing,3.25,3.75,56.25,53.57,55.11,,,
15-1232.00,Computer User Support Specialists,2.A.1.c,Writing,3.5,3.12,62.5,44.57,54.86,313112,ICT Customer Support Officer,95.0
15-1221.00,Computer and Information Research Scientists,2.A.2.d,Monitoring,3.12,4.0,53.0,57.14,54.76,,,
15-1255.00,Web and Digital Interface Designers,2.A.2.b,Active Learning,3.38,3.38,59.5,48.29,54.73,261212,Web Developer,85.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.1.c,Writing,3.38,3.38,59.5,48.29,54.73,,,
15-1231.00,Computer Network Support Specialists,2.A.2.d,Monitoring,3.25,3.62,56.25,51.71,54.32,313112,ICT Customer Support Officer,83.5
15-1243.00,Database Architects,2.A.2.b,Active Learning,3.25,3.62,56.25,51.71,54.32,262111,Database Administrator,84.0
15-1244.00,Network and Computer Systems Administrators,2.A.1.d,Speaking,3.25,3.62,56.25,51.71,54.32,263112,Network Administrator,95.0
15-1252.00,Software Developers,2.A.1.c,Writing,3.25,3.62,56.25,51.71,54.32,261313,Software Engineer,96.0
15-1299.05,Information Security Engineers,2.A.2.b,Active Learning,3.25,3.62,56.25,51.71,54.32,,,
15-1299.06,Digital Forensics Analysts,2.A.2.d,Monitoring,3.25,3.62,56.25,51.71,54.32,,,
15-1299.07,Blockchain Engineers,2.A.1.d,Speaking,3.25,3.62,56.25,51.71,54.32,,,
15-2051.00,Data Scientists,2.A.2.d,Monitoring,3.25,3.62,56.25,51.71,54.32,,,
15-1243.00,Database Architects,2.A.1.c,Writing,3.12,3.88,53.0,55.43,54.03,262111,Database Administrator,84.0
15-1244.00,Network and Computer Systems Administrators,2.A.2.b,Active Learning,3.12,3.88,53.0,55.43,54.03,263112,Network Administrator,95.0
15-1255.01,Video Game Designers,2.A.1.d,Speaking,3.12,3.88,53.0,55.43,54.03,261211,Game and Multimedia Developer,94.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.1.d,Speaking,3.38,3.25,59.5,46.43,53.93,,,
15-1299.06,Digital Forensics Analysts,2.A.2.b,Active Learning,3.38,3.25,59.5,46.43,53.93,,,
15-1231.00,Computer Network Support Specialists,2.A.1.d,Speaking,3.25,3.5,56.25,50.0,53.59,313112,ICT Customer Support Officer,83.5
